uid,region_city_group,region_city_group_no,region_city,age_group,age,visit_days,total_duration_min,avg_duration_min,total_payment_may,retained_june,retained_july,retained_august,retained_90
194855,Jeollabuk-do,5,Jeonju,Teens,15,7,1858,265,80000,0,0,0,0
194859,Jeollabuk-do,5,Iksan,Teens,19,3,54,18,2500,0,1,1,1
194945,Jeollabuk-do,5,Iksan,Twenties,29,1,3,3,0,0,1,1,1
195111,Jeollabuk-do,5,Iksan,Teens,16,1,329,329,14000,0,0,0,0
195185,Jeollabuk-do,5,Gunsan,Teens,16,1,34,34,1500,0,0,0,0
195288,Jeollabuk-do,5,Iksan,Teens,19,3,1049,350,45500,0,0,0,0
195327,Jeollabuk-do,5,Iksan,Teens,11,14,3742,267,161500,0,1,1,1
195396,Jeollabuk-do,5,Iksan,Twenties,22,7,2757,394,119000,0,1,0,1
195397,Jeollabuk-do,5,Iksan,Twenties,24,2,289,145,12500,0,1,0,1
195500,Jeollabuk-do,5,Iksan,Teens,13,2,498,249,21500,0,1,0,1
195517,Jeollabuk-do,5,Iksan,Teens,14,3,359,120,15500,0,0,0,0
195562,Jeollabuk-do,5,Iksan,Twenties,28,29,15377,530,664000,0,1,1,1
195580,Jeollabuk-do,5,Iksan,Twenties,23,25,15248,610,658000,0,1,0,1
195638,Seoul,1,Seoul,Thirties,32,2,20,10,1000,0,0,0,0
195646,Gyeonggi-do,2,Seongnam,Teens,18,1,19,19,1000,0,0,0,0
196424,Seoul,1,Seoul,Thirties,34,1,915,915,62000,1,0,1,1
196900,Ulsan,15,Ulsan,Teens,17,9,4881,542,210500,0,0,0,0
197866,Gyeongsangbuk-do,7,Andong,Teens,11,1,113,113,5000,0,0,0,0
197964,Daegu,11,Daegu,Twenties,27,25,9235,369,398500,0,1,1,1
198020,Daegu,11,Daegu,Teens,10,1,65,65,3000,0,0,1,1
198084,Daegu,11,Daegu,Teens,14,1,1332,1332,57500,0,1,1,1
198121,Daegu,11,Daegu,Teens,13,5,866,173,37500,0,0,0,0
198131,Daegu,11,Daegu,Forties+,42,1,166,166,7000,0,0,0,0
198136,Daegu,11,Daegu,Twenties,20,27,9348,346,403500,0,1,1,1
198140,Daegu,11,Daegu,Teens,19,4,556,139,24000,0,0,0,0
198163,Daegu,11,Daegu,Teens,11,9,3102,345,134000,0,1,0,1
198166,Daegu,11,Daegu,Teens,19,1,114,114,5000,0,0,0,0
198260,Daegu,11,Daegu,Teens,16,1,219,219,9500,0,0,0,0
198349,Daegu,11,Daegu,Teens,11,1,277,277,12000,0,0,0,0
198363,Daegu,11,Daegu,Forties+,47,4,244,61,10500,0,0,0,0
198389,Daegu,11,Daegu,Thirties,38,3,584,195,25000,0,1,0,1
198395,Daegu,11,Daegu,Teens,17,1,90,90,4000,0,1,1,1
198489,Daegu,11,Daegu,Forties+,40,17,4455,262,120000,1,0,0,1
198520,Daegu,11,Daegu,Teens,13,7,645,92,28000,0,0,0,0
198540,Daegu,11,Daegu,Teens,18,13,2661,205,115000,0,0,1,1
198543,Daegu,11,Daegu,Teens,18,3,704,235,30500,0,0,0,0
198629,Daegu,11,Daegu,Thirties,35,21,5662,270,244500,0,0,0,0
198723,Daegu,11,Daegu,Twenties,25,9,1353,150,58500,0,0,0,0
198736,Daegu,11,Daegu,Thirties,33,2,216,108,9500,0,0,0,0
198775,Daegu,11,Daegu,Teens,13,6,892,149,38500,0,1,1,1
198990,Daegu,11,Daegu,Teens,14,1,107,107,4500,0,1,1,1
199081,Daegu,11,Daegu,Twenties,24,1,102,102,4500,0,0,0,0
199171,Daegu,11,Daegu,Teens,18,3,682,227,29500,0,0,0,0
199199,Daegu,11,Daegu,Teens,19,7,2099,300,90500,0,1,1,1
199271,Daegu,11,Daegu,Teens,15,3,405,135,17500,0,1,1,1
199322,Daegu,11,Daegu,Forties+,48,3,471,157,20500,0,0,0,0
199451,Daegu,11,Daegu,Teens,13,3,275,92,12000,0,0,0,0
199543,Daegu,11,Daegu,Forties+,57,11,2536,231,109500,0,0,1,1
199568,Daegu,11,Daegu,Forties+,47,2,253,127,11000,0,1,0,1
199735,Daegu,11,Daegu,Twenties,25,1,146,146,6500,0,0,0,0
199745,Daegu,11,Daegu,Teens,19,1,234,234,10000,0,1,1,1
199774,Daegu,11,Daegu,Twenties,29,5,581,116,25000,0,0,0,0
199782,Daegu,11,Daegu,Teens,15,1,3,3,0,0,0,0,0
199835,Daegu,11,Daegu,Teens,10,2,337,169,14500,0,0,0,0
199865,Daegu,11,Daegu,Teens,16,10,2501,250,108000,0,0,0,0
199876,Daegu,11,Daegu,Teens,14,3,856,285,37000,0,0,0,0
199972,Daegu,11,Daegu,Teens,18,2,902,451,39000,0,0,0,0
199999,Daegu,11,Daegu,Twenties,24,2,835,418,36000,0,1,1,1
200006,Daegu,11,Daegu,Teens,15,12,4738,395,204500,0,1,1,1
200041,Daegu,11,Daegu,Twenties,20,4,1002,251,43500,0,0,0,0
200155,Daegu,11,Daegu,Twenties,25,3,1093,364,20000,0,0,0,0
200174,Gyeongsangbuk-do,7,Andong,Forties+,57,2,274,137,9000,0,0,0,0
200212,Gyeonggi-do,2,Gimpo,Teens,11,9,839,93,36000,0,1,1,1
200500,Gyeonggi-do,2,Yongin,Teens,16,1,380,380,16500,1,1,0,1
200546,Seoul,1,Seoul,Twenties,24,1,80,80,4000,0,0,0,0
200556,Seoul,1,Seoul,Twenties,25,1,163,163,12000,0,0,0,0
200565,Seoul,1,Seoul,Twenties,28,1,239,239,3500,1,0,1,1
200570,Chungcheongbuk-do,4,Cheongju,Teens,18,5,1485,297,32000,1,0,0,1
200572,Chungcheongbuk-do,4,Cheongju,Teens,18,3,146,49,9000,1,0,0,1
200697,Gyeongsangbuk-do,7,Andong,Teens,19,14,5245,375,226500,0,1,0,1
200705,Gangwon-do,9,Taebaek,Teens,10,10,4003,400,173000,0,0,0,0
200722,Gyeongsangbuk-do,7,Andong,Twenties,28,8,1264,158,54500,0,0,0,0
200726,Gyeongsangbuk-do,7,Andong,Twenties,26,1,31,31,1500,0,1,1,1
200811,Gyeongsangbuk-do,7,Andong,Teens,10,7,2494,356,107500,0,1,0,1
200893,Gyeongsangbuk-do,7,Andong,Teens,12,3,820,273,35500,0,0,0,0
200907,Gyeongsangbuk-do,7,Andong,Forties+,51,1,346,346,15000,0,0,0,0
200958,Incheon,12,Incheon,Teens,19,2,601,301,26000,0,0,0,0
201005,Gyeongsangbuk-do,7,Andong,Twenties,23,7,542,77,60000,0,1,1,1
201008,Gyeongsangbuk-do,7,Andong,Twenties,24,8,3591,449,155000,0,0,1,1
201082,Gyeongsangbuk-do,7,Andong,Teens,12,1,221,221,9500,0,0,0,0
201240,Gyeongsangbuk-do,7,Andong,Teens,16,1,232,232,10000,0,0,0,0
201277,Gyeongsangbuk-do,7,Andong,Twenties,27,7,1228,175,53000,0,0,0,0
201293,Gyeongsangbuk-do,7,Andong,Teens,19,1,162,162,7000,0,0,0,0
201338,Gyeongsangbuk-do,7,Andong,Twenties,20,1,86,86,3500,0,0,0,0
201481,Gyeongsangbuk-do,7,Andong,Teens,10,2,293,147,12500,0,1,0,1
201593,Gyeongsangbuk-do,7,Andong,Teens,17,13,5779,445,249500,0,0,0,0
201625,Gyeongsangbuk-do,7,Andong,Twenties,27,1,84,84,3500,0,0,0,0
201666,Gyeongsangbuk-do,7,Andong,Twenties,28,1,119,119,5000,0,0,1,1
201707,Gyeongsangbuk-do,7,Andong,Teens,11,2,102,51,4500,0,0,1,1
201785,Gyeongsangbuk-do,7,Andong,Twenties,23,4,888,222,38500,0,0,0,0
201866,Gyeongsangbuk-do,7,Andong,Teens,14,7,1192,170,51500,0,0,0,0
201871,Chungcheongnam-do,3,Cheonan,Twenties,24,1,179,179,7500,0,0,0,0
201969,Gyeongsangbuk-do,7,Andong,Teens,16,10,3521,352,152000,0,1,0,1
202110,Gyeongsangbuk-do,7,Andong,Teens,11,5,1250,250,54000,0,0,0,0
202129,Gyeongsangbuk-do,7,Andong,Teens,18,1,177,177,7500,0,0,0,0
202131,Gyeongsangbuk-do,7,Andong,Twenties,20,1,51,51,2000,0,0,0,0
202262,Gyeongsangbuk-do,7,Andong,Teens,12,7,677,97,29000,0,0,1,1
202361,Gyeongsangbuk-do,7,Andong,Teens,10,1,15,15,500,0,0,0,0
202385,Gyeongsangbuk-do,7,Andong,Twenties,26,2,328,164,14000,0,0,0,0
202392,Gyeongsangbuk-do,7,Andong,Twenties,22,1,372,372,16000,0,0,1,1
202438,Gyeongsangbuk-do,7,Andong,Twenties,26,5,356,71,15500,0,1,0,1
202521,Gyeongsangbuk-do,7,Andong,Twenties,25,1,125,125,5500,0,1,1,1
202545,Gyeongsangbuk-do,7,Andong,Twenties,22,5,408,82,17500,0,1,1,1
202634,Gyeongsangbuk-do,7,Andong,Teens,10,5,407,81,17500,0,0,0,0
202660,Gyeongsangbuk-do,7,Andong,Forties+,59,1,249,249,10500,0,1,0,1
202845,Gyeongsangbuk-do,7,Andong,Teens,10,1,139,139,6000,0,0,0,0
202910,Gyeongsangbuk-do,7,Andong,Teens,13,1,160,160,7000,0,0,0,0
202919,Chungcheongnam-do,3,Asan,Forties+,59,3,1191,397,51500,0,0,0,0
202921,Gyeongsangbuk-do,7,Andong,Teens,13,1,2,2,0,0,0,0,0
202930,Gyeongsangbuk-do,7,Andong,Teens,13,1,245,245,10500,0,1,0,1
202962,Gyeongsangbuk-do,7,Andong,Teens,16,1,120,120,5000,0,0,0,0
203004,Gyeongsangbuk-do,7,Andong,Teens,17,15,2774,185,119500,0,1,0,1
203046,Gyeongsangbuk-do,7,Andong,Twenties,23,5,1102,220,47500,0,0,0,0
203064,Seoul,1,Seoul,Twenties,22,1,277,277,12000,0,0,0,0
203155,Gangwon-do,9,Taebaek,Teens,12,4,638,160,27500,0,0,0,0
203159,Gangwon-do,9,Taebaek,Twenties,22,1,115,115,5000,0,0,0,0
203202,Gangwon-do,9,Taebaek,Teens,10,1,121,121,5000,0,0,0,0
203207,Gangwon-do,9,Taebaek,Teens,10,1,235,235,10000,0,0,0,0
203222,Gangwon-do,9,Taebaek,Twenties,20,1,157,157,7000,0,0,0,0
203246,Gangwon-do,9,Taebaek,Twenties,20,1,163,163,7000,0,0,0,0
203283,Gangwon-do,9,Taebaek,Forties+,46,1,144,144,6000,0,1,0,1
203399,Gangwon-do,9,Taebaek,Teens,18,7,593,85,25500,0,1,0,1
203426,Gangwon-do,9,Taebaek,Forties+,47,1,42,42,2000,0,0,0,0
203549,Gangwon-do,9,Taebaek,Twenties,25,2,713,357,31000,0,0,0,0
203553,Gangwon-do,9,Taebaek,Twenties,25,1,435,435,19000,0,0,0,0
203566,Gangwon-do,9,Taebaek,Twenties,23,1,170,170,7500,0,0,0,0
203618,Gangwon-do,9,Taebaek,Twenties,27,16,4648,291,200500,0,1,1,1
203646,Gangwon-do,9,Taebaek,Teens,11,1,397,397,17000,0,1,0,1
203657,Gangwon-do,9,Taebaek,Teens,13,1,1392,1392,60000,0,1,0,1
203745,Gangwon-do,9,Taebaek,Teens,18,6,381,64,16500,0,1,1,1
203767,Gangwon-do,9,Taebaek,Teens,12,5,487,97,21000,0,0,0,0
203784,Gangwon-do,9,Taebaek,Twenties,24,1,80,80,3500,0,0,0,0
203938,Gangwon-do,9,Taebaek,Teens,14,2,184,92,8000,0,0,1,1
204066,Gangwon-do,9,Taebaek,Teens,10,5,850,170,36500,0,1,1,1
204100,Gangwon-do,9,Taebaek,Twenties,29,1,271,271,11500,0,0,1,1
204220,Gangwon-do,9,Taebaek,Twenties,29,1,142,142,6000,0,0,0,0
204429,Gangwon-do,9,Taebaek,Twenties,20,5,705,141,30500,0,1,0,1
204494,Gangwon-do,9,Taebaek,Teens,18,1,356,356,15500,0,0,0,0
204589,Gangwon-do,9,Taebaek,Teens,15,1,86,86,3500,0,0,0,0
204840,Gangwon-do,9,Taebaek,Teens,16,17,2699,159,116500,0,0,1,1
204930,Gangwon-do,9,Wonju,Teens,15,1,1,1,0,0,0,0,0
205016,Gangwon-do,9,Taebaek,Twenties,28,1,127,127,5500,0,1,1,1
205077,Gangwon-do,9,Taebaek,Twenties,24,1,69,69,3000,0,0,1,1
205102,Gangwon-do,9,Taebaek,Teens,18,2,204,102,9000,0,1,1,1
205209,Gangwon-do,9,Taebaek,Teens,14,1,181,181,8000,0,0,0,0
205251,Gangwon-do,9,Taebaek,Twenties,21,4,1552,388,67000,0,1,1,1
205302,Seoul,1,Seoul,Teens,14,1,610,610,26500,0,0,0,0
205561,Busan,10,Busan,Twenties,22,1,107,107,4500,0,0,0,0
205827,Busan,10,Busan,Twenties,22,1,175,175,7500,0,0,0,0
206050,Busan,10,Busan,Teens,13,3,1028,343,44500,0,0,0,0
206051,Busan,10,Busan,Twenties,22,5,732,146,31500,0,0,0,0
206257,Busan,10,Busan,Twenties,26,2,368,184,16000,0,0,0,0
206411,Jeju,17,Jeju,Forties+,47,1,118,118,4000,0,0,0,0
206418,Seoul,1,Seoul,Twenties,29,1,132,132,5500,0,0,0,0
206467,Gyeonggi-do,2,Ansan,Twenties,28,1,7,7,20000,0,1,0,1
206558,Seoul,1,Seoul,Twenties,21,1,117,117,5000,0,0,0,0
206720,Seoul,1,Seoul,Forties+,40,2,355,178,15500,0,0,0,0
207130,Gyeonggi-do,2,Gimpo,Thirties,34,1,76,76,3500,0,0,0,0
207423,Gyeonggi-do,2,Uijeongbu,Teens,17,11,2236,203,65000,0,0,1,1
207485,Gyeonggi-do,2,Uijeongbu,Teens,13,2,1466,733,63500,0,0,0,0
207524,Gyeonggi-do,2,Uijeongbu,Teens,16,8,667,83,29000,0,0,0,0
207636,Gyeonggi-do,2,Uijeongbu,Twenties,21,3,272,91,11500,0,0,0,0
207705,Gyeonggi-do,2,Uijeongbu,Thirties,39,1,12,12,500,0,0,0,0
207720,Gyeonggi-do,2,Uijeongbu,Teens,17,19,7432,391,321000,0,0,0,0
207748,Gyeonggi-do,2,Uijeongbu,Twenties,23,15,7413,494,320000,0,1,1,1
207766,Gyeonggi-do,2,Uijeongbu,Thirties,34,12,2619,218,113000,0,0,0,0
207912,Gyeonggi-do,2,Uijeongbu,Twenties,21,18,10059,559,434000,0,1,1,1
207917,Gyeonggi-do,2,Uijeongbu,Twenties,20,3,939,313,40500,0,0,0,0
207973,Gyeonggi-do,2,Uijeongbu,Twenties,22,13,3326,256,143500,0,0,1,1
207999,Gyeonggi-do,2,Uijeongbu,Teens,18,7,1131,162,49000,0,0,0,0
208216,Gyeonggi-do,2,Uijeongbu,Teens,11,23,10276,447,443500,0,0,0,0
208230,Gyeonggi-do,2,Uijeongbu,Teens,16,1,123,123,5500,0,0,0,0
208236,Jeollanam-do,6,해남,Teens,10,1,240,240,10500,0,0,0,0
208237,Gyeonggi-do,2,Uijeongbu,Twenties,25,1,408,408,17500,0,1,0,1
208339,Gyeonggi-do,2,Uijeongbu,Forties+,41,26,13214,508,570500,0,0,0,0
208410,Gyeonggi-do,2,Uijeongbu,Twenties,22,1,420,420,18000,0,0,0,0
208447,Gyeonggi-do,2,Uijeongbu,Twenties,29,16,6159,385,266000,0,0,0,0
208499,Gyeonggi-do,2,Uijeongbu,Twenties,25,3,741,247,32000,0,0,0,0
208715,Gyeonggi-do,2,Uijeongbu,Twenties,23,1,520,520,22500,0,1,0,1
208722,Gyeonggi-do,2,Uijeongbu,Teens,19,2,670,335,29000,0,0,1,1
208808,Gyeonggi-do,2,Uijeongbu,Teens,11,2,231,116,10000,0,0,0,0
208836,Gyeonggi-do,2,Uijeongbu,Teens,18,1,325,325,14000,0,0,0,0
208906,Gyeonggi-do,2,Ansan,Forties+,42,1,168,168,7500,0,0,0,0
209000,Gyeonggi-do,2,Uijeongbu,Twenties,24,1,302,302,13000,0,1,1,1
209213,Gyeonggi-do,2,Uijeongbu,Twenties,28,2,312,156,13500,0,1,1,1
209307,Seoul,1,Seoul,Thirties,32,7,952,136,45000,0,0,0,0
209315,Gangwon-do,9,Gangwon,Teens,19,30,25166,839,240000,0,1,0,1
209377,Sejong,16,Sejong,Teens,15,1,231,231,9000,0,0,0,0
209389,Seoul,1,Seoul,Thirties,31,8,1145,143,49500,0,0,1,1
209446,Seoul,1,Seoul,Thirties,35,16,8877,555,160000,1,1,1,1
209473,Gangwon-do,9,Wonju,Teens,19,1,125,125,5500,0,0,0,0
209475,Gyeonggi-do,2,Gimpo,Twenties,27,23,10373,451,204000,1,1,1,1
209489,Seoul,1,Seoul,Twenties,27,9,1279,142,10000,1,1,1,1
209503,Gyeonggi-do,2,Seongnam,Thirties,36,7,2527,361,119000,0,0,0,0
209508,Seoul,1,Seoul,Teens,11,2,330,165,14000,0,0,0,0
209610,Daegu,11,Daegu,Thirties,32,2,458,229,20500,0,1,1,1
209767,Busan,10,Busan,Teens,16,1,178,178,5500,1,0,0,1
209769,Busan,10,Busan,Teens,18,2,289,145,12500,0,0,0,0
209843,Busan,10,Busan,Thirties,37,2,337,169,14500,0,0,0,0
209877,Busan,10,Busan,Thirties,36,13,3867,297,167000,0,0,0,0
209917,Busan,10,Busan,Teens,18,2,484,242,21000,0,1,0,1
209918,Busan,10,Busan,Teens,17,5,1401,280,60500,0,1,0,1
210054,Busan,10,Busan,Teens,12,1,177,177,7500,0,0,0,0
210087,Busan,10,Busan,Teens,18,2,25,13,1000,0,0,0,0
210097,Busan,10,Busan,Teens,15,10,2665,267,115000,0,1,1,1
210099,Busan,10,Busan,Teens,18,19,2056,108,88500,0,1,1,1
210101,Busan,10,Busan,Teens,15,1,16,16,500,0,1,1,1
210129,Seoul,1,Seoul,Teens,16,5,1860,372,80500,0,1,0,1
210157,Busan,10,Busan,Twenties,27,11,4814,438,208000,0,1,1,1
210172,Busan,10,Busan,Teens,10,7,1088,155,47000,0,0,0,0
210329,Busan,10,Busan,Twenties,29,7,666,95,28500,0,1,1,1
210330,Busan,10,Busan,Forties+,56,3,761,254,33000,0,1,1,1
210364,Busan,10,Busan,Twenties,22,6,588,98,25500,0,0,0,0
210365,Busan,10,Busan,Teens,12,7,1333,190,57500,0,1,1,1
210368,Busan,10,Busan,Forties+,42,1,1312,1312,56500,0,1,1,1
210571,Busan,10,Busan,Twenties,20,1,192,192,8500,0,0,0,0
210887,Busan,10,Busan,Twenties,26,3,529,176,23000,0,0,0,0
210962,Busan,10,Busan,Teens,17,4,1610,403,69500,0,0,1,1
210972,Busan,10,Busan,Teens,15,10,1537,154,66500,0,0,0,0
211003,Gwangju,13,Gwangju,Twenties,24,1,119,119,3000,0,0,0,0
211015,Seoul,1,Seoul,Twenties,25,4,1650,413,71000,0,0,0,0
211033,Gyeonggi-do,2,Yongin,Teens,15,1,177,177,3000,1,0,0,1
211173,Gyeongsangbuk-do,7,Andong,Twenties,23,9,754,84,60000,0,0,0,0
212136,Gangwon-do,9,Gangwon,Teens,13,3,231,77,10000,0,0,1,1
212323,Gangwon-do,9,Chuncheon,Teens,10,9,1500,167,64500,0,0,0,0
212404,Gangwon-do,9,Gangwon,Teens,16,3,149,50,6500,0,0,0,0
212596,Gyeongsangbuk-do,7,Andong,Twenties,21,2,205,103,9000,0,1,0,1
213126,Gangwon-do,9,Gangwon,Teens,13,5,348,70,15000,0,0,0,0
213347,Gangwon-do,9,Sokcho,Teens,18,1,133,133,5500,0,0,0,0
213433,Seoul,1,Seoul,Twenties,26,1,221,221,9500,0,0,1,1
213566,Gangwon-do,9,Chuncheon,Thirties,39,3,861,287,37000,0,0,0,0
213735,Gangwon-do,9,Gangwon,Teens,17,1,90,90,4000,0,0,0,0
214004,Seoul,1,Seoul,Twenties,23,1,166,166,7000,0,0,1,1
214121,Gyeonggi-do,2,Ansan,Teens,17,1,117,117,5000,0,0,0,0
214248,Gyeonggi-do,2,Pocheon,Teens,15,2,262,131,11500,0,0,0,0
215555,Gangwon-do,9,Sokcho,Forties+,43,4,307,77,13500,0,0,0,0
215652,Gangwon-do,9,Gangwon,Twenties,25,1,346,346,15000,0,0,1,1
215773,Seoul,1,Seoul,Teens,16,1,10,10,500,0,0,0,0
215802,Gyeonggi-do,2,Pocheon,Teens,12,1,232,232,10000,0,0,0,0
215955,Seoul,1,Seoul,Thirties,37,3,404,135,17500,0,1,0,1
216241,Seoul,1,Seoul,Teens,11,3,2498,833,108000,0,1,1,1
216498,Gangwon-do,9,Donghae,Forties+,49,2,269,135,11500,0,0,0,0
216882,Seoul,1,Seoul,Teens,11,1,189,189,8000,0,0,0,0
217497,Gangwon-do,9,Gangwon,Teens,18,1,37,37,1500,0,0,0,0
217715,Gangwon-do,9,Wonju,Twenties,26,18,12438,691,280000,1,1,1,1
217785,Seoul,1,Seoul,Teens,15,2,356,178,15500,0,0,0,0
217793,Gyeonggi-do,2,Uijeongbu,Twenties,26,14,1649,118,71000,0,0,0,0
217814,Seoul,1,Seoul,Teens,15,1,786,786,205000,0,1,1,1
217838,Busan,10,Busan,Twenties,29,2,199,100,8500,0,0,0,0
217955,Gyeonggi-do,2,Gimpo,Twenties,25,4,631,158,72000,0,0,0,0
217979,Gyeonggi-do,2,Suwon,Teens,15,4,1363,341,59000,0,0,0,0
218000,Seoul,1,Seoul,Twenties,21,6,849,142,36500,0,1,0,1
218060,Seoul,1,Seoul,Twenties,25,2,403,202,12000,0,0,0,0
218061,Chungcheongnam-do,3,Cheonan,Forties+,43,2,278,139,156000,0,0,0,0
218119,Seoul,1,Seoul,Twenties,24,7,1321,189,210000,1,1,1,1
218121,Gyeonggi-do,2,Uijeongbu,Teens,18,1,431,431,18500,0,0,0,0
218163,Seoul,1,Seoul,Twenties,23,1,193,193,8500,1,1,1,1
218353,Daegu,11,Daegu,Twenties,20,8,409,51,17500,0,0,0,0
218390,Gyeonggi-do,2,Seongnam,Forties+,60,22,7170,326,309500,0,0,0,0
218455,Seoul,1,Seoul,Teens,19,2,217,109,9500,0,0,0,0
218473,Seoul,1,Seoul,Teens,16,2,379,190,16500,0,1,1,1
218579,Seoul,1,Seoul,Twenties,25,3,259,86,11000,0,0,0,0
218674,Seoul,1,Seoul,Twenties,29,14,3654,261,157500,0,1,1,1
218694,Seoul,1,Seoul,Teens,12,1,122,122,5500,0,0,0,0
218744,Seoul,1,Seoul,Twenties,23,1,124,124,5500,0,0,0,0
218881,Seoul,1,Seoul,Twenties,22,2,208,104,9000,0,0,0,0
219037,Seoul,1,Seoul,Teens,17,4,751,188,32500,0,1,1,1
219042,Seoul,1,Seoul,Teens,10,1,45,45,2000,0,0,0,0
219085,Seoul,1,Seoul,Thirties,30,9,3877,431,100000,0,1,1,1
219141,Seoul,1,Seoul,Twenties,21,1,48,48,2000,0,1,0,1
219174,Seoul,1,Seoul,Teens,18,3,505,168,22000,0,1,1,1
219318,Seoul,1,Seoul,Twenties,26,4,1566,392,67500,0,0,0,0
219323,Seoul,1,Seoul,Teens,17,4,924,231,36000,1,1,1,1
219350,Seoul,1,Seoul,Thirties,33,2,230,115,10000,0,0,0,0
219367,Seoul,1,Seoul,Twenties,29,9,2124,236,91500,0,1,1,1
219383,Seoul,1,Seoul,Teens,17,6,1467,245,70000,0,0,0,0
219406,Seoul,1,Seoul,Twenties,22,1,161,161,7000,0,0,0,0
219578,Seoul,1,Seoul,Teens,18,8,1117,140,48000,0,1,0,1
219595,Seoul,1,Seoul,Thirties,37,1,867,867,14000,0,0,0,0
219755,Seoul,1,Seoul,Thirties,38,12,3949,329,170500,0,0,1,1
219843,Seoul,1,Seoul,Teens,10,2,228,114,10000,0,1,1,1
219858,Seoul,1,Seoul,Teens,13,1,214,214,9000,0,0,0,0
219970,Seoul,1,Seoul,Teens,13,7,2827,404,122000,0,1,1,1
220005,Seoul,1,Seoul,Twenties,23,1,226,226,10000,0,0,0,0
220111,Seoul,1,Seoul,Forties+,55,2,421,211,18000,0,1,1,1
220127,Seoul,1,Seoul,Teens,16,5,1513,303,65500,0,0,0,0
220138,Seoul,1,Seoul,Teens,19,1,203,203,9000,0,1,0,1
220140,Seoul,1,Seoul,Teens,13,1,67,67,3000,0,0,0,0
220215,Seoul,1,Seoul,Teens,14,1,211,211,9000,0,1,0,1
220675,Seoul,1,Seoul,Teens,13,5,712,142,30500,0,0,1,1
220742,Seoul,1,Seoul,Twenties,21,17,7400,435,319500,0,0,1,1
220872,Seoul,1,Seoul,Teens,14,5,1846,369,79500,0,1,1,1
221868,Seoul,1,Seoul,Teens,14,2,243,122,10500,0,0,0,0
222451,Daejeon,14,Daejeon,Twenties,26,3,381,127,16500,0,0,0,0
222527,Daejeon,14,Daejeon,Twenties,21,3,1421,474,61500,0,0,0,0
222961,Seoul,1,Seoul,Teens,12,1,283,283,12000,0,0,0,0
222971,Gyeongsangbuk-do,7,Andong,Thirties,31,1,104,104,12000,0,0,0,0
222978,Seoul,1,Seoul,Twenties,27,3,489,163,21000,0,0,0,0
222987,Jeollabuk-do,5,Jeonju,Teens,10,1,648,648,28000,0,1,0,1
223073,Seoul,1,Seoul,Twenties,23,21,6603,314,285000,0,1,0,1
223181,Busan,10,Busan,Teens,14,1,166,166,7000,0,0,0,0
223370,Busan,10,Busan,Twenties,23,1,207,207,9000,0,0,0,0
223372,Busan,10,Busan,Twenties,25,1,39,39,1500,0,1,0,1
223444,Busan,10,Busan,Forties+,41,14,1944,139,84000,0,0,0,0
223458,Busan,10,Busan,Twenties,24,2,275,138,12000,0,0,0,0
223516,Busan,10,Busan,Teens,17,6,2554,426,110000,0,0,1,1
223690,Busan,10,Busan,Teens,15,8,4808,601,207500,0,1,0,1
223846,Seoul,1,Seoul,Forties+,41,3,922,307,40000,0,0,0,0
224039,Busan,10,Busan,Teens,18,6,2333,389,100500,0,0,0,0
224053,Busan,10,Busan,Twenties,26,1,520,520,22500,0,0,0,0
224356,Busan,10,Busan,Teens,15,3,588,196,25500,0,0,0,0
224416,Busan,10,Busan,Teens,17,1,298,298,13000,0,0,0,0
224417,Busan,10,Busan,Teens,19,2,577,289,25000,0,1,1,1
224531,Busan,10,Busan,Thirties,38,21,3324,158,190000,1,1,0,1
224561,Seoul,1,Seoul,Teens,17,2,343,172,99000,1,0,0,1
224564,Gyeonggi-do,2,Seongnam,Teens,16,2,136,68,51000,0,1,0,1
224581,Busan,10,Busan,Forties+,44,3,1483,494,35500,1,0,0,1
224631,Chungcheongnam-do,3,Cheonan,Teens,14,10,947,95,60000,1,1,1,1
224678,Seoul,1,Seoul,Twenties,23,1,261,261,11500,0,0,0,0
224834,Seoul,1,Seoul,Forties+,58,1,144,144,6000,0,1,0,1
224861,Gwangju,13,Gwangju,Teens,11,1,365,365,16000,0,0,0,0
224865,Seoul,1,Seoul,Twenties,28,8,3530,441,130000,0,0,0,0
224890,Gyeonggi-do,2,Gimpo,Teens,10,7,1664,238,72000,0,0,0,0
224929,Seoul,1,Seoul,Twenties,20,1,378,378,16500,0,0,0,0
224935,Gyeonggi-do,2,파주,Forties+,40,5,1483,297,47000,1,1,1,1
224952,Jeollabuk-do,5,Jeonju,Teens,18,10,1723,172,110000,0,1,0,1
224982,Chungcheongnam-do,3,Cheonan,Teens,19,1,111,111,6000,1,1,0,1
224983,Gyeonggi-do,2,Gimpo,Teens,17,1,118,118,5000,0,0,0,0
224988,Jeollabuk-do,5,Jeonju,Teens,17,10,1544,154,120000,1,1,0,1
225040,Gangwon-do,9,Wonju,Teens,10,2,779,390,33500,0,0,0,0
225055,Seoul,1,Seoul,Teens,17,6,1709,285,133500,0,1,0,1
225073,Incheon,12,Incheon,Teens,17,2,224,112,20000,1,0,0,1
225087,Seoul,1,Seoul,Teens,15,1,53,53,224000,0,1,0,1
225148,Jeollanam-do,6,해남,Teens,11,2,281,141,12000,0,1,0,1
225209,Jeollanam-do,6,해남,Twenties,28,2,23,12,1000,0,0,0,0
225251,Jeollanam-do,6,해남,Thirties,35,4,629,157,27000,0,1,1,1
